Young Modulus         Poison Coeficient
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
29269000000.000000    0.203000 
